Expense ID,Description,Cost,Currency Code,Date,Created By,expense_type
3280094718,Haircut salon charges barber shop,1310.36,INR,2023-12-06T11:35:43Z,Dingal,miscellaneous
3281028067,Cab commute to college campus!!?,108.63,INR,2023-12-15T10:26:47Z,Rohil Chaturvedi,transportation
3289033236,splitwise settlement payment transfer,1734.69,INR,2025-03-02T14:56:29Z,Rohil Chaturvedi,payment
3284161799,HAIRCUT SALON CHARGES BARBER SHOP,1718.75,INR,2025-05-02T03:48:17Z,Rahul Pardasani,miscellaneous
3287500026,pending,1770.86,INR,2024-01-06T06:53:31Z,Suhani Gupta,payment
3283115798,recharge cupon for zomato pro,1126.37,INR,2023-11-12T22:10:07Z,Rahul Pardasani,food
3280679662,Cleared all pending debts Splitwise,1387.07,INR,2023-08-10T09:54:55Z,Aditi Singh,payment
3281295967,pendinng,1046.2,INR,2024-11-25T09:32:21Z,Dingal,miscellaneous
3284910923,Cleared dues Splitwise settlement,3419.59,INR,2023-07-22T02:12:30Z,Siddharth Shukla,payment
3284576776,Rapido bike ride campus,325.66,INR,2025-05-30T23:55:00Z,Ronak Khemka,transportation
3283871623,Bus ticket to city center,390.15,INR,2024-12-14T11:07:47Z,Rohil Chaturvedi,transportation
3285251905,Moovie pass bookmyshow cinema,2035.57,INR,2023-09-21T09:07:20Z,Raina,entertainment
3280518699,Theme pak ticket amusement ride,580.11,INR,2024-02-19T21:11:32Z,Rahul Pardasani,entertainment
3283386276,thali,123.6,INR,2023-08-21T07:14:31Z,Rohil Chaturvedi,food
3283730509,Petrol for scooty!!?,284.84,INR,2023-09-30T01:49:00Z,Dingal,transportation
3285125975,Laundry washing and ironiing bill,830.69,INR,2025-02-21T06:06:04Z,saumya bansal,miscellaneous
3281898733,electricity bill splitwise settlement,1202.91,INR,2024-07-15T13:07:39Z,Ronak Khemka,miscellaneous
3283709868,Transfer to account cleared,1008.11,INR,2024-09-28T18:39:17Z,saumya bansal,payment
3289048146,Supermarket home supplies groceries,615.27,INR,2023-01-10T13:20:02Z,Prajwal sharma,miscellaneous
3288126074,Bus pass monthly,446.22,INR,2023-11-04T06:18:31Z,Siddharth Shukla,transportation
3282198602,Club entry fee weeekend drinks,1420.19,INR,2024-10-12T20:44:06Z,Rahul Pardasani,entertainment
3281230322,Dinner at KFC wth friends,257.39,INR,2025-02-13T06:39:24Z,saumya bansal,food
3286203592,Sent back borrowed money cash??,2753.88,USD,2023-03-16T07:28:38Z,saumya bansal,payment
3289985248,Fruit juice and shakes,271.34,INR,2023-07-21T11:47:52Z,Suhani Gupta,food
3284518031,Scientifc calculator for exam,480.22,INR,2024-07-19T15:31:46Z,Ronak Khemka,education
3287947719,research papper printout for seminar,527.84,INR,2023-07-13T12:42:57Z,Ronak Khemka,education
3281278908,Supermarket home supplies groceries,62.11,INR,2023-05-09T19:33:43Z,Siddharth Shukla,miscellaneous
3283670944,Sent back borrowed money cash,3032.96,INR,2023-08-08T17:36:34Z,Dingal,payment
3283618534,McD burger and fries,1489.58,INR,2024-03-03T08:21:50Z,Suhani Gupta,food
2708636784,Print,33,INR,2023-10-10T04:48:29Z,Rahul Pardasani,education
2437989508,Cleared all pending debts Splitwise,3369.22,INR,2025-03-12T18:59:07Z,Rahul Pardasani,payment
3282250190,Paid baack for gocery contribution,276.29,USD,2025-05-09T01:16:34Z,Rohil Chaturvedi,payment
3287736363,Netflix subsccription share monthly,2410.48,USD,2024-04-01T09:18:21Z,Dingal,entertainment
3285548482,swiggy 12,423.36,INR,2024-03-23T14:43:21Z,saumya bansal,food
3280553589,Transfer to account cleared,2344.44,INR,2025-01-12T13:39:50Z,Siddharth Shukla,payment
3281702725,wifi internet monthly broadband bill,407.24,INR,2024-02-06T15:54:22Z,Raina,miscellaneous
3280270827,phramacy meddicine delivery uebr!!,716.17,INR,2023-06-20T09:47:36Z,Prajwal sharma,miscellaneous
3288736093,ysterday,667.45,INR,2024-05-16T02:43:23Z,Prajwal sharma,food
2870140803,Lunch box shared with friends,1347.61,INR,2024-12-17T10:57:40Z,Raina,food
3285346361,transfer to account cleared,1720.35,INR,2023-07-17T10:53:46Z,Aditi Singh,payment
3283727186,DRAWING BOARD AND SHEETS LAB,160.89,INR,2023-06-12T19:03:08Z,saumya bansal,education
3284013399,Sent money via Paytm wallet,1455.53,INR,2023-10-13T02:45:30Z,Ronak Khemka,payment
3284629755,Paid bcak emergency cash borrow,1074.42,INR,2025-03-28T03:25:13Z,Siddharth Shukla,payment
3280781454,spotify premium family plan??,1505.93,INR,2025-05-10T20:07:54Z,Siddharth Shukla,entertainment
3281331933,party food and drinks bill,498.12,USD,2023-09-30T07:16:40Z,Rahul Pardasani,entertainment
3287470728,netflix and chill pizza order,1466.79,INR,2023-11-02T10:13:03Z,saumya bansal,food
3287528087,PlayStation arcade gaming lounge,601.21,USD,2023-04-07T14:25:28Z,saumya bansal,entertainment
3287687732,Fruit juice and shakes,1379.5,INR,2023-08-30T05:30:43Z,Prajwal sharma,food
3283184769,canteen lunch notes prints,532.14,INR,2023-10-05T10:31:21Z,saumya bansal,food
3286176424,Ubber ride to railway station,415.44,INR,2025-03-16T14:13:03Z,Ronak Khemka,transportation
3282040857,Drawing board and sheets lab,391.96,INR,2023-08-07T12:07:38Z,Dingal,education
3286353269,Spotify premium family plan,279.23,INR,2023-07-15T17:47:10Z,Rohil Chaturvedi,entertainment
3283496091,Lab manual prints and binding,342.0,INR,2024-01-19T04:51:24Z,Prajwal sharma,education
3281894726,Lbrary membership fnie payment,304.21,INR,2023-01-11T02:56:21Z,Ronak Khemka,education
3281493661,Spotify premium family plan,2568.01,INR,2024-02-11T06:14:44Z,Ronak Khemka,entertainment
3288517568,Breakfast at college canteen,967.16,INR,2023-01-09T06:00:02Z,Suhani Gupta,food
3287227764,Standup comedy show tickets,434.9,INR,2025-02-06T15:46:23Z,Aditi Singh,entertainment
3280417674,laundry bill payment,733.54,INR,2025-05-06T21:20:32Z,Raina,payment
2077902217,PlayStation arcade gaming lounge,2542.64,INR,2023-06-03T19:55:34Z,Aditi Singh,entertainment
3281570419,dues morn,1013.66,INR,2023-02-18T14:15:31Z,Ronak Khemka,payment
3285882415,Settle blnc for movie tiicket,259.19,INR,2024-02-09T10:59:24Z,Ronak Khemka,payment
3284258972,random,1326.22,INR,2024-07-09T18:39:55Z,Aditi Singh,miscellaneous
3284841933,Splitwise settlement payment transfer,1650.41,INR,2024-01-21T22:03:26Z,Dingal,payment
3280073352,lunch.,107.26,INR,2024-03-17T03:25:48Z,saumya bansal,food
3285704180,splitwise balance food and cab,934.29,INR,2023-08-17T17:29:51Z,Raina,payment
3285670261,Breakfast at collge canteen,845.21,INR,2024-06-15T04:52:56Z,Siddharth Shukla,food
3280615163,Starbucks cold brew coffee??,625.02,INR,2023-04-09T16:38:54Z,Aditi Singh,food
3281793473,Waffles at CP,923.03,INR,2024-09-26T21:30:32Z,Rahul Pardasani,food
3285076807,amazon book delivery for coursse,51.97,INR,2025-02-07T03:22:16Z,Aditi Singh,education
3289957777,Transfer to account cleared,1936.76,INR,2023-06-29T04:19:29Z,saumya bansal,payment
3285349477,Exam fees uniiversity portal,277.38,INR,2023-05-04T09:28:31Z,Rohil Chaturvedi,education
3285222257,Payment to roommate split,2937.84,INR,2025-04-22T16:00:18Z,Suhani Gupta,payment
3289828936,things,1464.34,INR,2024-12-08T00:58:08Z,saumya bansal,miscellaneous
3287041667,Groceries at Reliance Fresh,1382.76,INR,2023-04-19T13:31:55Z,Ronak Khemka,food
3286390486,club entry fee weekend drinks,2209.57,INR,2025-01-06T09:55:19Z,saumya bansal,entertainment
3289368052,drinks and pub cab charge,126.53,INR,2024-09-22T10:04:13Z,Aditi Singh,entertainment
3282932823,Gym membership monthly fee,1341.17,INR,2024-03-18T17:46:03Z,Prajwal sharma,miscellaneous
3283944350,Burger King meal prep,75.39,INR,2024-07-20T05:42:06Z,Dingal,food
3285306735,Reference book DBMS and OS,89.57,INR,2023-01-28T00:44:25Z,saumya bansal,education
3288715971,Concert entry tickets live show,631.75,INR,2024-11-27T18:43:43Z,Dingal,entertainment
3286643360,Club entry fee weekend drinks,1672.71,INR,2024-06-26T11:02:11Z,Ronak Khemka,entertainment
1160920011,Laundry washing and ironing bill,75.77,INR,2024-07-19T16:43:43Z,Ronak Khemka,miscellaneous
3282783763,Coffee and cookies starbucks - split,1095.28,INR,2024-02-06T14:26:26Z,Rahul Pardasani,food
3287052290,spiral 12,49.58,INR,2023-01-24T04:42:51Z,Rahul Pardasani,education
3280085862,Settle balance for movie ticket,1187.94,INR,2024-06-24T06:28:06Z,Raina,payment
3286953131,Room rennt payment settlement,2759.0,INR,2024-11-05T05:15:08Z,Raina,payment
3285913566,Toiletries shampoo soap face wash - split,586.92,INR,2023-12-26T12:44:28Z,Rahul Pardasani,miscellaneous
3280076335,Party contribution drinks and snacks,1570.39,INR,2023-08-29T06:38:09Z,Dingal,entertainment
3280406953,movie night popcorn and nachos,1360.36,INR,2025-05-29T19:39:48Z,Aditi Singh,food
3289494280,ROOM KEYS DUPLICATION LOCK,729.97,USD,2024-09-02T04:46:13Z,Aditi Singh,miscellaneous
3287874044,DJ night entry ticket,775.66,INR,2023-12-03T08:16:11Z,Ronak Khemka,entertainment
3281447701,Show etry tickets live show,1030.6,INR,2024-12-21T01:48:56Z,Dingal,entertainment
3284958716,Lunch box shared with friends,1171.86,INR,2023-05-25T00:42:08Z,Prajwal sharma,food
3281986833,Mobile phone prepaid recharge,1698.48,INR,2024-01-02T02:57:19Z,Aditi Singh,miscellaneous
3286520567,Room rent paymennt settlement,376.58,INR,2024-08-13T08:00:52Z,Raina,payment
3285362848,laser tag gaming session,601.3,INR,2025-03-15T01:02:06Z,saumya bansal,entertainment
3286702452,spiral binding lab report,444.68,INR,2023-02-19T09:19:49Z,Aditi Singh,education
3284971050,metro recharge card top up,197.35,INR,2024-05-26T00:28:49Z,Rahul Pardasani,transportation
3287848182,cab fare to dentist clinic,559.85,INR,2025-05-25T12:34:44Z,saumya bansal,miscellaneous
3289708099,Room cleaning supplies sweep,945.4,INR,2023-08-16T05:32:54Z,Ronak Khemka,miscellaneous
3287965710,Assignment prints urgent,160.92,INR,2023-08-28T09:26:17Z,Siddharth Shukla,education
3288054079,office lunch split with team,267.26,INR,2025-01-05T04:58:41Z,Prajwal sharma,food
3284281990,ride,280.43,INR,2024-11-13T04:52:34Z,Aditi Singh,transportation
3288240062,"Toiletries shampoo soap face wash,,,",1194.81,INR,2024-01-19T17:28:01Z,saumya bansal,miscellaneous
3287928825,Sent back borrowed money caash,866.84,INR,2023-04-07T15:36:44Z,Dingal,payment
2131911476,Splitwise settlement payment transfer,1260.8,INR,2023-08-02T22:40:36Z,Ronak Khemka,payment
3280574045,Coding bootcamp course fee,105.26,INR,2025-04-12T18:31:41Z,Ronak Khemka,education
3289062487,Gaming zone entry ticket,2519.25,INR,2023-07-31T03:11:26Z,Prajwal sharma,entertainment
3284394063,settle balance for mov ticket,2069.35,INR,2025-05-10T16:50:05Z,Prajwal sharma,payment
3280396455,flight,55.31,INR,2025-01-03T00:04:10Z,Prajwal sharma,transportation
3287879704,Cab fare back home,60.87,INR,2023-07-19T23:35:45Z,Aditi Singh,transportation
3282579817,comedy,1719.63,INR,2024-05-04T10:07:33Z,Suhani Gupta,entertainment
3288611384,Rapido bike ride campus,89.45,INR,2024-05-29T09:56:57Z,Prajwal sharma,transportation
3286200799,Cleared dues Splitwise settlement,1589.52,INR,2025-01-07T20:53:07Z,Raina,payment
3281742919,usual,576.28,USD,2024-06-24T16:51:39Z,saumya bansal,miscellaneous
3283168521,CHAI AND SAMOSA AT CANTEEN,297.1,USD,2023-02-09T21:13:16Z,Siddharth Shukla,food
3285539870,Cab comumte to college campus,186.61,INR,2024-10-09T22:42:37Z,Suhani Gupta,transportation
3284391669,Haircut salon charges barber shop!!?,333.55,INR,2023-02-26T01:02:38Z,Rahul Pardasani,miscellaneous
3285340056,paid for laundyr services,1130.57,INR,2023-12-06T06:24:24Z,Raina,miscellaneous
3288820180,Coding bootcamp course fee,479.28,INR,2025-01-03T08:24:55Z,saumya bansal,education
3282421643,Scientific calculator for exam,150.67,INR,2023-11-24T20:55:49Z,Suhani Gupta,education
3283672421,bowling game bowling lane,2876.19,INR,2024-11-18T19:41:47Z,Aditi Singh,entertainment
3289121652,personal,1087.98,INR,2023-09-02T20:17:58Z,Siddharth Shukla,food
3285441641,Spotify premium family plan,821.98,INR,2024-04-14T15:01:12Z,Aditi Singh,entertainment
3178211584,Coffee and cookies starbucks,196.73,INR,2023-03-23T03:23:33Z,Siddharth Shukla,food
3287301034,Exam fees university portal.,512.18,INR,2024-08-05T13:36:20Z,Ronak Khemka,education
3283385667,dinner share,489.55,INR,2023-04-23T00:41:48Z,Prajwal sharma,food
3288447752,bought proj reference book,103.62,INR,2023-02-13T07:44:04Z,saumya bansal,education
3288636630,Paid back emergency cash borrrow,1706.43,INR,2024-04-19T20:05:10Z,Prajwal sharma,payment
3282384389,Rom rent share uttility bills,969.55,INR,2024-12-08T01:30:32Z,Aditi Singh,miscellaneous
3282756675,DJ night enry ticket - split,2000.32,INR,2025-02-26T15:43:28Z,Aditi Singh,entertainment
3282667433,Autto fare to railway station,315.81,INR,2025-05-23T23:53:47Z,Ronak Khemka,transportation
3280123899,Exam fees university portal,450.51,INR,2023-07-28T11:46:57Z,Ronak Khemka,education
3285387830,standup comedy show tickets,2485.84,INR,2025-05-05T14:51:10Z,Rahul Pardasani,entertainment
3288971279,contrib!!?,1683.03,INR,2023-04-11T21:47:50Z,Ronak Khemka,entertainment
3287812792,Lab manual prints and binding!!?,483.4,INR,2023-01-23T23:57:59Z,Raina,education
3287839677,Spotify premium family plan,2011.77,INR,2023-05-03T15:24:33Z,saumya bansal,entertainment
3283632960,Zomato delivery KFC,1019.42,INR,2024-02-14T08:16:48Z,Dingal,food
3283212953,netfflix payment settlement,1596.8,INR,2024-05-11T15:38:14Z,Aditi Singh,entertainment
3280565082,bill tues,1679.2,INR,2023-01-09T18:54:42Z,Rohil Chaturvedi,miscellaneous
3287220253,Room rent payment settlement,1705.21,USD,2023-05-11T02:00:43Z,saumya bansal,payment
3283569352,Tuttorial notes copy shop,384.17,INR,2025-02-02T11:06:20Z,Siddharth Shukla,education
3288639309,pharmacy medicine delivery uber,910.78,INR,2024-07-12T19:47:44Z,Suhani Gupta,miscellaneous
3288241884,"notebooks and fils for class,,,",370.21,INR,2023-08-18T01:21:37Z,Dingal,education
3281999556,Coffee and cookies starbuks,1489.05,INR,2024-10-18T04:39:39Z,Dingal,food
3282106313,"Coguh syrup and cold medicines,,,",500.0,INR,2024-01-30T01:18:15Z,Dingal,miscellaneous
3281125613,IPL match tickets stadium,2870.83,INR,2025-06-01T16:16:10Z,saumya bansal,entertainment
3283921639,"Ola auuto to metro station,,,",373.38,INR,2023-05-26T09:13:11Z,Rohil Chaturvedi,transportation
3286087713,Python progarmming print notes - split,114.39,INR,2025-02-09T06:25:24Z,Rohil Chaturvedi,education
3285619521,splitwise balance food and cab,2423.02,INR,2023-07-19T10:12:30Z,Rahul Pardasani,payment
3284026510,coffee share,136.66,INR,2023-05-24T20:52:44Z,Rohil Chaturvedi,food
3282399828,Chaat papdi street food,629.32,INR,2025-03-28T03:04:52Z,Raina,food
3284842326,Burger King meal prep,334.16,INR,2023-05-10T23:14:17Z,Ronak Khemka,food
3287740323,Laser tag gaming session,204.76,USD,2024-04-23T04:19:08Z,Rahul Pardasani,entertainment
3282361562,Tuk tuk fare station,130.41,INR,2024-02-28T14:25:48Z,Rahul Pardasani,transportation
3284964471,Balance settlement cleared out,2938.6,INR,2025-04-08T11:21:07Z,Prajwal sharma,payment
3284613581,Ola auto to metro station,269.87,INR,2023-01-20T09:37:50Z,Siddharth Shukla,transportation
3289351518,remaining,1541.78,INR,2023-03-22T07:09:58Z,Rahul Pardasani,entertainment
3282276655,Exma fees university portal - split,511.6,USD,2024-02-17T22:36:32Z,Rohil Chaturvedi,education
3281976588,maggi bill,268.1,INR,2024-04-22T16:53:21Z,Rahul Pardasani,food
3283937915,MISC??,122.29,INR,2024-05-08T22:54:12Z,Suhani Gupta,entertainment
3289439799,medicines from apollo pahrmacy,1327.44,INR,2025-04-22T22:07:27Z,Rohil Chaturvedi,miscellaneous
3284834236,ice skating entry tickets,999.93,INR,2024-03-09T15:17:44Z,Raina,entertainment
3285159847,Scientific calculator for exam,517.31,INR,2025-01-13T14:30:23Z,Prajwal sharma,education
3283702170,outing,269.29,INR,2023-11-28T23:19:46Z,Prajwal sharma,entertainment
3283241475,cab fare to denitst clinic,666.22,INR,2023-10-18T11:48:41Z,Rohil Chaturvedi,miscellaneous
3286443113,GAME BIILL,2943.14,INR,2023-02-17T01:27:30Z,Raina,entertainment
3284950988,"Theme park tikcet amusement rie,,,",2244.65,INR,2023-12-30T09:13:19Z,Prajwal sharma,entertainment
3284907816,Chicken biryani pack,1153.62,USD,2023-08-25T00:50:12Z,Rahul Pardasani,food
3286257841,Repay debbt cleared freind??,623.24,INR,2023-05-05T03:56:34Z,Ronak Khemka,payment
3289696140,ola bike evening commute,227.44,INR,2024-06-03T17:06:49Z,Rahul Pardasani,transportation
3281382649,Enineering graphics prints,30.07,INR,2025-03-18T17:53:03Z,Suhani Gupta,education
2073429894,16/12,230,INR,2022-12-16T07:43:36Z,Ronak Khemka,transportation
3282008247,gym protein shake cateen,872.52,INR,2024-01-17T15:19:36Z,Siddharth Shukla,food
3282313902,biryai tues,1047.63,INR,2024-06-02T17:42:50Z,Ronak Khemka,food
3282582646,bus ticket for exam center,337.82,INR,2025-05-11T17:46:40Z,Rahul Pardasani,transportation
3288272694,Tuk tuk fare station,243.66,INR,2023-02-13T02:56:18Z,Rohil Chaturvedi,transportation
3288772577,HALDIRAMS CHOLE BHHATURE...,39.3,INR,2023-06-12T01:28:41Z,Rohil Chaturvedi,food
3284190420,Miinor proj report print,544.76,INR,2023-09-12T10:15:40Z,Aditi Singh,education
3286011511,pub night cab faer home,2568.6,INR,2025-04-15T15:05:17Z,Suhani Gupta,entertainment
3283301104,Exam fes universty portal,463.95,INR,2024-09-10T00:45:43Z,Prajwal sharma,education
3285728553,bowling,1599.42,INR,2023-10-08T05:49:25Z,Rahul Pardasani,entertainment
3280770366,Metro smartcard online recharge,406.38,INR,2024-08-26T21:44:35Z,Ronak Khemka,transportation
3016839837,Skymark vaali auto,50,INR,2024-03-20T05:36:35Z,Dingal,transportation
3284016171,Splitwise settlement payment transfer,1822.52,INR,2025-01-22T12:05:12Z,Rahul Pardasani,payment
3286117861,Stetled bal on Splitwise app,1601.53,INR,2023-10-12T11:48:03Z,Rahul Pardasani,payment
3281952691,Payment to roommate split - split,2852.61,INR,2024-08-23T00:56:56Z,Aditi Singh,payment
3287937016,CANTEEN BREAK STUDY SESSION SNACKS,206.34,INR,2024-12-25T20:04:07Z,saumya bansal,education
3287281776,Museum exhibition entry ticket,1194.07,INR,2023-11-19T07:58:25Z,Rahul Pardasani,entertainment
1838362997,Movie ticket bookmyshow cinema,1326.77,INR,2023-01-17T02:16:27Z,saumya bansal,entertainment
3280375800,Metro smartcard online rchrg,71.22,INR,2024-10-30T20:44:26Z,Rahul Pardasani,transportation
3284427941,Flight ticket booking holidays??,100.75,INR,2025-01-17T21:18:13Z,Aditi Singh,transportation
3286476267,Ice skating entry tickets!!,1580.51,INR,2024-09-24T17:44:08Z,Dingal,entertainment
3123154102,McD,193,INR,2024-05-15T08:29:02Z,Rahul Pardasani,food
3285718746,toll,289.35,INR,2024-05-06T19:33:27Z,saumya bansal,transportation
3284680956,dj share,201.33,INR,2025-03-27T09:14:21Z,Aditi Singh,entertainment
3289974720,Parking chares at Mall,298.27,INR,2023-05-02T18:40:04Z,Ronak Khemka,transportation
3285576010,club entry and cab back,1786.71,INR,2024-11-20T06:51:29Z,Rahul Pardasani,entertainment
3280867343,Electricity blil share apartment,792.35,INR,2024-12-17T18:00:22Z,Suhani Gupta,miscellaneous
3281151996,Theme park ticket amusement ride,2962.42,INR,2023-11-25T12:02:59Z,Siddharth Shukla,entertainment
1875409739,Cab 26 aug mor,297,INR,2022-08-26T14:05:41Z,Rahul Pardasani,transportation
3285717378,dj night uber ride,2231.16,INR,2025-02-28T07:27:57Z,saumya bansal,entertainment
3286376150,shake fri,941.64,INR,2023-11-07T07:21:15Z,Suhani Gupta,food
3285808472,exam prep food and coffee,451.53,INR,2023-05-31T11:30:42Z,Siddharth Shukla,education
3288668392,KFC chicken bucket!!,206.69,USD,2025-05-06T12:08:29Z,Ronak Khemka,food
3287602727,chai,1434.73,INR,2025-02-19T20:49:46Z,Dingal,food
3287805214,Evening cab surge price,408.62,INR,2024-03-09T23:46:47Z,Ronak Khemka,transportation
3289706489,gifts for parents family trip,947.51,INR,2024-12-02T07:17:23Z,Raina,miscellaneous
3281743372,Balance settlement cleared out,974.22,INR,2023-12-28T03:00:03Z,Dingal,payment
3283655266,Auto fare to CP,441.05,INR,2024-09-19T10:52:53Z,Raina,transportation
3286312893,Exam fees university portal,139.13,INR,2024-07-16T17:03:14Z,Prajwal sharma,education
3282082811,drinks and food lougne bar,2889.31,INR,2023-03-24T11:11:44Z,Ronak Khemka,entertainment
3281054323,swiggy delivery medicines order!!?,668.51,INR,2024-04-29T22:40:19Z,Dingal,miscellaneous
3285157632,DJ NIGGHT ENTRY TKT - split,1444.37,INR,2024-02-27T20:18:48Z,saumya bansal,entertainment
3282064753,Fruit juice and shakes,83.31,INR,2024-01-12T03:51:37Z,Prajwal sharma,food
3289077211,AIRPORT TXAI PICKUP,381.85,INR,2023-12-02T08:14:21Z,Siddharth Shukla,transportation
3287213535,NETFLIX,1604.76,INR,2023-05-25T01:00:52Z,Dingal,entertainment
3283409101,Uber discount ride,133.31,USD,2023-04-13T00:13:18Z,Ronak Khemka,transportation
3289980165,gym protein sahke canteen,941.61,INR,2024-04-30T14:29:02Z,Aditi Singh,food
3281012810,CSH BACK FOR CONCERT TICKETS,1871.14,INR,2024-09-22T07:29:59Z,Ronak Khemka,payment
3288504788,LUNCH BOX SHHARED WTIH FRIENDS,1369.6,INR,2023-06-19T00:56:20Z,Raina,food
3284755267,Gym membership monthly fee,723.75,INR,2023-02-09T03:18:08Z,Suhani Gupta,miscellaneous
3282940614,"Bus ticket to city center,,,",201.21,INR,2024-03-19T02:11:58Z,Dingal,transportation
3285376790,Room rent share utility bills,1402.72,INR,2024-05-21T03:18:28Z,Rahul Pardasani,miscellaneous
3289700512,Engineering graphics prints,215.48,INR,2024-12-18T17:06:52Z,Dingal,education
3157525340,Payment,33.67,INR,2024-06-02T09:44:34Z,Siddharth Shukla,payment
3283898157,pending,2298.98,INR,2023-04-30T05:00:44Z,Dingal,entertainment
3288159275,Lunch with group at Pizza Hut,36.22,INR,2025-05-29T02:32:59Z,Rohil Chaturvedi,food
3015211596,Rait ki chudail,60,INR,2024-03-19T05:46:39Z,Dingal,food
3280386878,upi transfer for printing bill,2699.6,INR,2023-12-23T19:04:20Z,Siddharth Shukla,payment
3281043281,Room rent payment settlement,82.82,INR,2023-01-06T02:08:52Z,Prajwal sharma,payment
3281936707,CAB TO PHARMACY EMERGENCY...,121.16,INR,2023-12-16T04:44:56Z,Siddharth Shukla,transportation
3286859765,Lab manual prints and bindig,319.12,INR,2023-03-21T00:57:53Z,Suhani Gupta,education
3288762361,Claered dues Splitwise settlement,1552.68,INR,2025-01-17T10:06:44Z,Aditi Singh,payment
3283109178,Academic book purchase,20.22,INR,2024-01-24T10:05:42Z,Suhani Gupta,education
3289129136,coursera subscription pamyent monthly,215.47,INR,2023-09-23T22:59:10Z,Raina,education
3281820407,yesterday,287.01,INR,2023-03-30T10:02:27Z,Ronak Khemka,food
3285320204,Amazzon delivery package onilne buy,1324.83,INR,2023-07-10T18:12:00Z,Ronak Khemka,miscellaneous
3281039047,Tasty momos near college gate,295.22,INR,2025-03-16T22:58:40Z,Ronak Khemka,food
2018236969,Paid back for food and dinner,2731.61,INR,2023-12-26T13:59:55Z,Aditi Singh,payment
